id,old_category,proposed_category,confidence,reason
1a167537-f996-46ad-8b85-30ce4deb15ef,"Containers & Packaging","General Silicone Moulds","HIGH","Matched type General Mould"
9402b69d-4f37-4b60-9770-8b79e0d5759b,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
7ab585c7-6d05-4ba0-a58c-9a989703efcf,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
8bc8ab73-5968-423f-8dae-b0ae0686b4ee,"Culinary & Fondant Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
8efda9ac-f6e9-4104-bd03-3d7d0b2b17c2,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
556ed9b9-95ea-492e-8060-8246a66e1ea3,"Containers & Packaging","General Silicone Moulds","HIGH","Matched type General Mould"
0062c18f-5fb3-46b1-bfce-d10169e9c498,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
37456fbd-4c64-4036-9992-adfbabee499d,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
dac4a379-5610-4061-a23b-ce9587a935f5,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
cff29c52-f208-4291-b1b5-e39aab25f6bd,"Fragrance Oils","Essential Oils","HIGH","Matched type Essential Oil"
fd625b48-1052-42f6-a491-ef99ecad4c0d,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
f26eb402-427b-4c28-b368-132ac01a38e4,"Containers & Packaging","Candle & Pillar Moulds","HIGH","Matched type Candle Mould"
79dc0a86-0c3e-451b-9c94-3c7e85456c70,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
6cd82bbe-2813-4876-9f82-2b8e8a9830e4,"General Silicone Moulds","Candle Making Accessories","HIGH","Matched type Accessory/Tool"
ee780f9d-d184-420a-b119-0faa7102dc17,"Soap & Bar Moulds","Candle Making Accessories","HIGH","Matched type Accessory/Tool"
d3b81aab-fe78-4235-b40c-eeca0e4292ec,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
cdeb3b84-a6e4-48a7-9d22-3d96d45dccc7,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
f611a220-ddc3-4442-8c5e-abd30316e7ab,"General Silicone Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
e4710ea8-a9a0-4832-9df0-d9e7a14143df,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
9a4c8603-4c21-4669-90d0-b365781731ae,"Containers & Packaging","Premium Bases & Waxes","HIGH","Matched type Wax/Base"
bbe58755-c490-4273-b192-9b88a3b9e649,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
1be2a3ab-ca39-4a06-8875-f82709616c53,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
ebe8bbd6-fce2-4132-8fd2-be0fc37f0d8b,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
f570c2aa-5552-4f6a-9577-2b30c2fa24e1,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
dad6e032-d218-4d6d-8c05-6c7c543ad336,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
29bbcaaf-400e-4c80-974b-4f1679366296,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
8adf8e3c-de21-406d-9225-7b1e885b60e7,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
31fdb341-82ed-4bf3-bbcd-585905b0f96e,"Containers & Packaging","Candle Making Accessories","HIGH","Matched type Accessory/Tool"
0952de25-3019-47d2-b9b6-3713ca6ef60d,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
092c9e81-2345-4a9e-a5f9-57fe16530511,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
3b3f61a9-66c0-4ae3-aeac-b3e4e9415e25,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
5360f9d6-b6bf-42ea-8b7e-40a74891f512,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
802cf454-ee12-4312-9cc0-666d00fed5f9,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
36400989-3e32-41fe-a934-abfcd7de7465,"General Silicone Moulds","Candle Making Accessories","HIGH","Matched type Accessory/Tool"
c77b920a-056a-4eef-ad9f-58ff20c31527,"General Silicone Moulds","Candle Making Accessories","HIGH","Matched type Accessory/Tool"
ba85d47c-b614-4fd6-a9c4-a5c91352bc1a,"Containers & Packaging","General Silicone Moulds","HIGH","Matched type General Mould"
81d504ce-aa08-479a-bbce-a5ddc98d69d6,"Pigments & Colors","Candle Making Accessories","HIGH","Matched type Accessory/Tool"
bd39cecb-1ab4-4a8f-822d-8c68c9e4ed95,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
4967a296-fd86-4fe6-b675-b473a8fc2765,"General Silicone Moulds","Candle Making Accessories","HIGH","Matched type Accessory/Tool"
ecb814d1-19d2-4b0b-ac4b-db905a58de36,"Food Safe Flavour Oil","General Silicone Moulds","HIGH","Matched type General Mould"
55793b10-4c98-4115-aed1-1eda65d78f32,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
d74088e2-7484-48a9-a782-4b62971fd97f,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
c25af4bb-99e2-4684-ba65-54ef169d84ae,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
1b989deb-7360-4b41-95dc-a2e61581ebe2,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
cf1d933e-2ee4-41c6-a73f-24bade3b6e08,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
46cced58-077a-42a7-866f-4d54b782766c,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
07a1484c-eb99-459f-88b6-906ce37b85b4,"Containers & Packaging","Premium Bases & Waxes","HIGH","Matched type Wax/Base"
ba67cf2b-ec7f-4601-aefd-4bca31f812d8,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
7c736550-8c99-4340-8357-8e2ef44358e5,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
0031dd55-472f-4ce0-a4e8-e5c36242f235,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
539732cf-f525-4001-96e8-8a7284d0dec3,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
ff31780a-27d0-47d6-99ec-bb708c5cadf5,"General Silicone Moulds","Premium Bases & Waxes","HIGH","Matched type Wax/Base"
7105ef3d-38a3-4b99-abba-12865bfd80e7,"Soap & Bar Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
6b2cc154-5372-4426-b546-7e2e7f5dd554,"Containers & Packaging","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
0879175a-e149-416a-94db-1229d1a82725,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
14c241bd-5e3c-46fb-bab8-5bbbabd3362c,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
cf16360f-6d2b-4c89-9c92-b1b5a2471aba,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
8c9081cb-76a8-4107-9ea2-52bf5043058d,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
ea92151e-1512-4e14-b009-3e6ed07d7fa4,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
4b5623d7-5a41-4b33-a05b-3ab3c27d7cd2,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
5cb4664c-8603-4b04-a67f-8c83f5457d33,"General Silicone Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
da6a87b8-d2c3-41fe-b22e-241f56640656,"Containers & Packaging","Premium Bases & Waxes","HIGH","Matched type Wax/Base"
701896bc-7a04-42db-9dda-506790ad4553,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
e5daa48d-9c1b-4a27-9aec-09eb183be86c,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
be54cc59-f52d-4334-82a4-ae63d1f16204,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
ecb29213-edfe-450c-952e-65ea2a4d24d2,"Food Safe Flavour Oil","General Silicone Moulds","HIGH","Matched type General Mould"
087a26c9-d16d-4821-b6bf-413c86792892,"Pigments & Colors","Containers & Packaging","HIGH","Matched type Bottle/Container"
c16ac550-c478-4b33-9cea-5ef5805068d7,"Containers & Packaging","General Silicone Moulds","HIGH","Matched type General Mould"
f1762165-bf21-4b91-a8e5-15df30e349e6,"Containers & Packaging","Premium Bases & Waxes","HIGH","Matched type Wax/Base"
bb262ec7-832b-4789-b05b-2d040957c890,"Pigments & Colors","Containers & Packaging","HIGH","Matched type Bottle/Container"
7c775ae1-b6d9-4467-902f-b4115ef51dae,"Pigments & Colors","Containers & Packaging","HIGH","Matched type Bottle/Container"
e08757ca-93c9-4410-8858-113b6c2e3076,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
fc3cbea0-5804-4889-885a-27aa80fb398f,"Pigments & Colors","Premium Bases & Waxes","HIGH","Matched type Wax/Base"
305c4bf4-ced8-4481-8ec4-f401ee44f642,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
2302ede9-417d-4c18-8036-e19057c589c6,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
2e44f75e-c345-4bed-9eda-1bc8cdb86df0,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
15dae3e6-5be7-4392-909d-e3e6d77bcdb4,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
f78b170e-00e3-4322-bec9-ea168d714a95,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
5ab4b123-2e1c-4056-9977-44128e6fa5d3,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
26c932e4-1f18-4ae6-a955-4674481a0c15,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
8c22edeb-e60c-48f4-9a4b-495b8c17a20a,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
701cdff0-e373-4285-920d-ec9ee66f01ae,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
90adde74-42cb-4f7b-b49d-cead861d4a33,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
2225e1b5-25dc-494a-9f81-6675e2f5c640,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
437c20e9-08df-4a63-80ec-453189ed4c27,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
8e053397-e989-4edb-a781-f7ff5f35ce3c,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
c54d7707-abf0-4600-8eb0-2ca1b0b406b0,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
1f35d24c-e83b-4c8f-bff2-084aae80b02e,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
89cff28d-2554-4d69-9a7e-b7ed877c0804,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
60fb2d0d-0764-4624-bf95-67a4b472e004,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
bc2e469d-9947-471b-8aab-bc1dd3e7204e,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
2eab4b34-e672-4c7b-88ec-02e68b1a2178,"Pigments & Colors","Candle & Pillar Moulds","HIGH","Matched type Candle Mould"
1b511de8-e163-4b37-b2ed-b85b07fabe98,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
ca1c28bc-a090-415a-ac99-620eb48765e8,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
6123ec94-8ced-4081-b0b0-5425eef87d3e,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
8ea0a523-ea4d-4318-924f-aa1bb6b58042,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
25384262-bd8b-4d9b-b5d4-3717b7dc6eea,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
078de343-b582-4054-bbb1-fd4dac5e1883,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
ffec3a07-064d-4d24-bc52-5ed1d8c01fe1,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
f9854aa2-b4f6-48c9-8b81-a10cdac4a856,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
1069cdad-2102-475e-9fc1-352656e44b93,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
2c9134ca-1ac5-476f-a9b1-c22574a40204,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
35a2f68f-8fad-4854-b33a-0dbdc9f72625,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
c2ada326-cad7-4e85-8c1c-3fc71d799124,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
bab69135-098b-4a87-b7de-a0e294cd13f5,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
49b6e1fe-b090-437c-89a7-35c0fead4615,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
8025521b-23f2-482d-9dc1-4a049ebaae4a,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
8ace9887-5c9d-4320-a9e2-b2f7a9f59983,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
48d4bdd4-0188-4044-8a7b-15ecb43bceb9,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
7b4c90b4-a186-4000-ad84-109e623e12af,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
55d04b8f-d35f-4737-b186-a7c0de3107f0,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
6a856a71-0829-487c-bae9-5fdd9a31ab94,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
402c384b-761b-4e99-99d0-0373dfe1b230,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
4cb40f61-a47e-4c4b-bb3f-84351db94695,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
d3cd52c6-0e68-47f9-8845-8d0e385cbf50,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
82df4a33-4962-4a29-82a8-cbb5037a386f,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
23e32e38-3518-4525-a252-65838d4b64dc,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
1617e7e7-00d1-46c7-9342-20f25aba0dd8,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
c935d871-5c3d-4016-89bb-b28bc69d331a,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
5f730948-df2c-4a05-8d24-7546733dea83,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
7434a165-c78e-42ec-bdd9-a6d528bb7391,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
a35d90a5-bb6a-4cb2-9424-75535701cf64,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
8f16cd2f-e6c4-45d1-b6f9-528e12a1e9ab,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
fbe9c1f3-fbc4-4bb1-a32e-cc85265a1868,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
3954190e-3bd2-45d7-8541-043bf5cd8f43,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
95fd34dd-668c-4dea-9637-399e04ba867d,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
246d8ee3-974b-482d-a96b-1911b1af5c05,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
1014844c-625a-4067-bb58-666764a88e76,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
58aa9b74-2ae3-4a32-9a6d-b82bdd4c0042,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
6df0e219-b241-4cff-a13c-df3b993dd214,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
aa1d9781-1c50-4a43-9c31-7b735c690a58,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
82a9012e-d158-42f4-aa26-795145f440ff,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
8c4bd184-aa32-4ae8-b349-e0f5004cd0ce,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
754beca1-83d7-4bfe-a787-a0964502d189,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
c50e7927-333e-4935-a448-c5756a16fe02,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
aee65888-000f-4c04-8756-63f63f83e77d,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
685cdf14-aef5-40df-9174-5d9009635afa,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
dba03bc4-5e15-4b5b-91e8-509369656a0b,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
c758c202-8a24-4687-a282-8213c521323d,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
c22bc8db-86e3-48eb-8031-d7a2704da4d7,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
0d19c706-690a-40bb-a438-9d97ac0f037f,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
b17c8c0a-8445-415b-8d92-508a6b23e388,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
71d03409-be22-4fca-bcee-604d87b88f2b,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
1fdaa5fd-dc1a-4dad-aef2-1930a3f24d74,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
a4942fe9-7f50-4939-a9b5-d2e677b04914,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
12de7fea-9c84-4290-9654-41c8320d626b,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
82669ecf-70a6-4f34-9e95-513529d69ae2,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
b5b637d2-fdca-4095-ab52-34411c6be942,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
b23d2937-f316-4231-9cb6-f6a05fb7f8a0,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
f84a825e-9c89-49fa-8827-aa52617b543a,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
f50023fb-c7d4-42b4-ac0c-811f20530977,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
5a50aba7-d8ab-49dd-9d0b-7ba96f4b2f38,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
1474e068-ddac-4f65-9f96-a19a6cf2fa03,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
7fb380b4-4601-428f-b77a-e7ca767c2056,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
a30fd133-fdaf-4478-9b3c-2aacb5472977,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
3a483dfa-dab1-40e2-951a-de3c94b73f72,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
0adf3242-ec04-4f1c-b87d-57a6cb006be6,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
6cd68206-e227-430d-9362-036e15adb8c3,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
9f913d8f-efb4-43eb-8117-2ad581710340,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
8ffe40ca-5980-4d9d-8159-a96bf7ae73c7,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
93d48fb7-fedb-48fb-9510-e63a1cea00aa,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
f5363979-6f84-4b96-8841-d222285d1a62,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
eb477d10-90f0-4773-8937-2a15cb33825c,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
e7aababe-8e45-4218-81c7-78674e64cec8,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
61f495da-c94c-4a6c-a7d1-5f464488ee6d,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
53aa4f50-fa10-484c-91f8-9a6a3cd98e23,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
0cb84f1f-9709-47c6-97c5-7e207a2b2bd8,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
db4ceb05-fb1c-4f8c-a865-40f890f815e6,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
e8271616-7712-44bb-b281-e305da45ee74,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
64a5c38a-08aa-4b27-9cd7-7a107a68b2cf,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
77818a56-fe6d-42c8-b4ee-df745caffdb1,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
f72ed33f-d6bb-4efc-bba7-a788cf554963,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
35b81d7b-7620-4c32-bc9c-f05ff57143ec,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
f17c28dc-fe0b-4a8b-a0a6-6be5b861f6e6,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
d11d5ba5-75c1-4e2c-b4d5-0b97bc311ad5,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
0eea9926-1439-48db-8976-fb820d79bced,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
71edcef0-7352-4117-b66d-3a5fc6103afc,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
9260863a-5548-438d-bd34-ce5ffbbaae05,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
9c895047-c3ed-466a-ae2d-d985659209e9,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
194d7c9c-204e-41b9-9f84-bdb377260e19,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
002a985c-01ef-41b5-93a8-5410411e072e,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
a9538a69-c1f6-4c6c-88cb-e7708a8559d8,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
e65436a4-7d5e-456e-9d91-fd5351f0f7e3,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
4d27ee0b-0a99-4117-aa1d-752985fb7932,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
e71eb61c-ac71-4edc-91b6-111c2715f1d9,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
d920ec4e-ab4a-4ac3-9fc2-905d641eefd7,"Fragrance Oils","Premium Bases & Waxes","HIGH","Matched type Wax/Base"
1648ebfe-c509-4c87-a5fc-c8e5d210cdd2,"Fragrance Oils","Containers & Packaging","HIGH","Matched type Bottle/Container"
d9f2ce88-b8fa-4eb7-ad11-96c04fc9a6ea,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
ed7d6899-9c90-47d5-bf23-fe9a1c991ec9,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
8ef2228e-d781-4006-ad7b-4de93f02904d,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
b53aebaa-5411-46ef-9de0-66318352e8d8,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
075f2436-2241-480b-9e30-9842a812101f,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
ccb9db4a-6d34-4145-a465-15fdfdf6c5a2,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
88d2a6a7-1963-451b-9bbe-94f884a429bf,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
7fad9fcd-ba38-440b-bf3f-c5bf169d8365,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
3e05c329-b50c-4fce-b961-2780905c46f3,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
73c4be01-272c-4a0c-82cd-6646126114c2,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
6488032d-a3b2-4937-93ab-007b676ef538,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
ea1265a5-7513-4d86-972f-55b9ad0c2040,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
cba264e1-e3d3-430b-b347-a7f1a9d40bd1,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
bb1e0221-a422-4a52-b720-f2f586e184cb,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
51f8d76f-ed02-460e-bf07-e5877ac02306,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
fe21fe04-31d0-4f5c-9e63-2d19f9d4c5dd,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
446cf700-3eb9-46cf-9075-ffe48d81c4fb,"General Silicone Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
a1d245f1-0f69-48df-af2f-49933fdb57e5,"Pigments & Colors","Fragrance Oils","HIGH","Matched type Fragrance Oil"
a62897d9-200e-4e74-8b88-e23fce405084,"General Silicone Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
b3b47125-bc66-4d80-b27c-55bcb896d0f7,"General Silicone Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
60b552c6-4caf-449f-a6c5-89e2b59396a3,"General Silicone Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
