id,old_category,proposed_category,confidence,reason
5962e445-d477-4d62-b3fd-d9632d03391b,"Containers & Packaging","Candle & Pillar Moulds","HIGH","Matched type Candle Mould"
4287e62b-5a57-4e50-93f1-0f5df64fb9d1,"Containers & Packaging","General Silicone Moulds","HIGH","Matched type General Mould"
2c8dd080-f81c-4324-a528-a9645c63dcf5,"Containers & Packaging","Candle & Pillar Moulds","HIGH","Matched type Candle Mould"
e3cf826d-f474-4d9f-8926-f2faa0a45c38,"Containers & Packaging","General Silicone Moulds","HIGH","Matched type General Mould"
8ae1cf60-9918-4560-9091-ac9e646a2c0f,"Candle & Pillar Moulds","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
b8ff9c15-2692-43d6-8d14-1b76c55b980c,"Eco-Resin & Stone Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
2854a1ca-f6e7-4e1e-8651-5ea8ba8efec0,"Eco-Resin & Stone Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
d5d5748f-ab59-4155-b053-72d41340dde4,"Food Safe Flavour Oil","Containers & Packaging","HIGH","Matched type Bottle/Container"
f515ad4d-bcc3-4e3b-a5ab-c7b537f07783,"Containers & Packaging","Candle & Pillar Moulds","HIGH","Matched type Candle Mould"
7dcafac3-6292-4b62-9fa1-6554dcd5168b,"General Silicone Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
2c58ef2a-10b7-4f12-9e95-a031a9eda23a,"Containers & Packaging","Candle & Pillar Moulds","HIGH","Matched type Candle Mould"
30995f90-30cb-46e2-88e8-00e94a5a3662,"Containers & Packaging","Candle & Pillar Moulds","HIGH","Matched type Candle Mould"
65c0aaa0-f592-4772-948f-190a04180f50,"Candle & Pillar Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
bae55fc8-a914-4b27-b255-1f02780a01be,"Containers & Packaging","Candle & Pillar Moulds","HIGH","Matched type Candle Mould"
4ff3ec6c-92d9-41df-bb45-f3d67b2fa0c0,"Containers & Packaging","Eco-Resin & Stone Moulds","HIGH","Matched type Resin/Concrete Mould"
4996d471-1a4f-4b58-b769-79ebbdf45fde,"Containers & Packaging","General Silicone Moulds","HIGH","Matched type General Mould"
a1da1ab6-95b2-4cc5-826b-c6c76d273e64,"Candle & Pillar Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
411f8379-f750-4656-9c86-4965b6759770,"Containers & Packaging","General Silicone Moulds","HIGH","Matched type General Mould"
4e093802-2959-46e9-b92a-d970a3a5a3d4,"Culinary & Fondant Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
c24ab4dd-ccd3-4f47-9ecf-c47fe949ef03,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
ad7fd55f-a9b5-43e3-ab7b-b047027ab828,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
7891cfca-a50f-4f7c-a192-899316906128,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
a47be06e-4a92-4990-8957-7eb1644a4c3d,"Culinary & Fondant Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
b1e02780-e9cb-4c9e-a4f1-68a9b6b91716,"Culinary & Fondant Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
41f72b28-ef88-402d-ba1a-c0f568577ede,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
a17366df-d5c3-49dd-9272-b532b78fbfb4,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
cf1d6b6b-1578-40ee-94da-0e7e5ae4d0ed,"Culinary & Fondant Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
71ed4a68-5dc2-406c-9e8a-f3d85e3ce881,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
e0ce28e0-24ce-45c4-850d-80510f73c1d1,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
361b14f2-4842-4da9-8293-f804fcdad7ea,"Culinary & Fondant Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
b2f0ecba-c3fb-4871-9fe1-c5ae96b248d2,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
8fb6490c-ac48-48dd-a975-41191e13e892,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
1538e2fa-5162-413f-b866-2b6f818995d7,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
8510ecdb-6bdd-44ff-ad7a-f6362f25a0f3,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
4780e227-fb3c-46cc-8511-e697619937b2,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
6f4bb3da-66d1-414e-aff9-72a7b1376966,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
66735020-10f6-4dce-808b-d025ade1e46a,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
a2c9d8a2-8498-4a47-b12e-2232a504f76b,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
93868a46-79dd-4907-a677-e3bfae10e17b,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
d10d9109-9584-45cf-84d6-3d8ef66f3a3e,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
11f0ba0a-78af-4cff-a213-4611610fbd54,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
7546f662-adce-4c29-8e43-422561bf223a,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
c585e0a3-c530-4011-bbfe-db6fdb895449,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
0944f56f-22f5-480c-bd52-cfd7a3334ecb,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
2cc097ae-43de-486e-a19b-bb1dedca308d,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
d1248b07-b09d-4a1b-8d1d-72fe7a3054de,"Culinary & Fondant Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
5d4a6272-801e-445e-9758-419c040e4c9e,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
f9506596-ed7f-4a4f-9592-7205fa75f49c,"Culinary & Fondant Moulds","Candle Making Accessories","HIGH","Matched type Accessory/Tool"
3e527e2f-e8e0-438a-b052-0c0cb6ad3052,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
f1fa0ed3-1604-4e37-b734-2afce329cf17,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
e761f440-337f-4328-a46e-192ca68bf16c,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
e772138f-259f-49f9-92db-ae24ebd2cc2d,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
c09129cd-3c2c-400b-bb4b-360c91219796,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
f4377f1a-d941-4afc-8f5a-099ca7dd2eb5,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
c9647e5b-c160-4700-8794-7555e07a10ab,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
80107cc4-dd3b-4ce3-b109-5abc02529767,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
4aff4d55-ab73-4b1f-b767-353cb5a7ce53,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
8fdc6bc9-3d76-4ab5-bf82-2696e019dd07,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
f87c1ca1-abf8-4fd2-a4eb-ee5781d1e9b7,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
51732b30-a524-4562-9954-160ee682649d,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
205b619e-beb6-44af-beb9-995db4db7c7a,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
f9273ef5-4cfd-415f-87a1-2af4c135c275,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
6fe5c4ec-8374-4665-af70-6662afa6c73e,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
72d1a2e6-d1ef-497f-bc7b-46c410cf6c23,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
49b480c1-ee9a-454a-8c28-af36772faf31,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
aeaa1367-cf44-4400-8bd1-a30153c52e43,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
2d2f5f4d-6cb6-415d-b002-1f34120d98a3,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
f2cc2039-208d-497f-a325-a16befb18db0,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
9a657fb4-1d9d-4c47-b7c0-642302c2c290,"Candle & Pillar Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
316e9f0b-5664-4548-9f19-9b23ba616ceb,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
e9c99ff9-4f16-46c0-bc32-1266fcbecb27,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
8606e53b-0ca5-424a-9594-5947e11782d2,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
f12a5b23-6f47-476c-ad34-1db4ab942684,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
b07436ba-8426-4877-9bbe-fd28ccb06b60,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
703683f0-bf2f-4013-ac17-ffffe421dcb0,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
506a3601-02be-4581-9241-a223b3814498,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
bdbd9e51-e9a3-4e92-8b37-2ac2ff78190a,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
efa965c4-43ea-460e-bd39-f74663f56485,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
f0ee1188-3004-435d-9c11-a0e88f6b38f9,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
373abc3c-ff49-46cd-90ad-97c2fe812e39,"Culinary & Fondant Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
ec39e51d-9964-4fb9-847a-a30cff70ef56,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
cd34f41c-dd77-46cc-936f-8d9c77e78f78,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
aa2a0772-6ef7-482e-9134-4d881aa76f7d,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
ba645f36-c085-4118-be84-0b35337bda13,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
574761cc-73ab-4c54-88e2-8faef3cb1435,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
b2911bfd-1464-40c4-a249-b3afd697f36b,"Culinary & Fondant Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
ed35e29f-67ee-47c5-a892-2864caaa51c2,"Culinary & Fondant Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
d7a32a22-91e1-4290-aa83-9483fe31d45a,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
4151a6ba-4e5e-4204-8f2d-490786de153c,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
0b7dc399-eb8c-46d7-b78a-e4b343578df3,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
a57b96d0-4ae5-4af3-b677-5d4130b2c3dd,"Culinary & Fondant Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
77736471-9ae3-4af8-9f3c-7ef688c7e9e2,"Candle & Pillar Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
ff5a3f86-e0ff-4dd8-a64e-3a5bbf5a15da,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
8721043d-5623-41b5-a623-3f184c1f9922,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
46a17f27-1369-4cb8-89b1-33af7279a597,"Culinary & Fondant Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
7d4a9b28-2546-4b29-b17e-5b51dd5a55a0,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
eda6fddd-86f0-4f89-976b-9daf4cad6634,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
5a72b749-febb-4926-961b-37b736b5082b,"Culinary & Fondant Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
1f9a22fa-189e-46b8-bb63-3aa927d31729,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
c4dc5fd1-6308-489a-a34a-0f1f40dfb171,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
43071eb2-e776-46ab-a489-ddf3c94fcc81,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
1363c08b-883d-4d2a-8084-35b171c0daf7,"Culinary & Fondant Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
6eb9c84b-53ee-4691-9e33-3751e1a3eee3,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
69d85168-f08f-483d-b46a-15f2534f167a,"Culinary & Fondant Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
19c026a4-e672-431d-8d37-84219a3dde7e,"Candle & Pillar Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
8dc824f3-803a-4111-9287-cd578f3e3bb3,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
29f7a4c5-91d3-4e0b-b949-63c8d73de2b4,"Culinary & Fondant Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
40cab310-5f54-44c8-8b1a-7ebe14ddf097,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
67b9fe03-8730-4aca-a49f-eead83385796,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
f025c770-7c6d-472c-ba02-1a624720a6a9,"Culinary & Fondant Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
02b0a08a-e18d-4f92-8dcf-3d82dc63a159,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
4feb3919-845c-4473-9390-e7990be64b4a,"Culinary & Fondant Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
6c109fd1-6cac-44ee-afeb-c179ee060afa,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
efab5d56-0829-4785-b738-9d0b4f56566e,"Culinary & Fondant Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
e82b8217-dd23-4350-9e20-74f9a973f95c,"Candle & Pillar Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
c4e49ec5-02cf-4f25-9da7-dc5c880021eb,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
3a97c71c-fed8-47fa-9a81-47c1bd1cb084,"Culinary & Fondant Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
1c48e115-c766-482d-b5a9-16f4cfe2df65,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
e02f2deb-0cef-41ee-a7c3-91608f873610,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
54c66f02-7735-4c75-a382-60a6f93aaccc,"Culinary & Fondant Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
4f90f2b4-8037-4070-9cfc-da81bd1c9e10,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
a86e12cf-6244-4746-b6d0-89358b9a57fe,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
a4073468-e6f5-45d2-8275-19bd3351909f,"Culinary & Fondant Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
60ef3c4c-1a10-48ed-b3c5-f5afb15e572c,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
1054869b-aaa4-4a1a-8a62-59cf247b4bac,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
ebe14828-cd1c-41c1-bf81-93b210aa562d,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
3eb24dc4-a21c-4e01-b39f-8b2e334ade70,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
05d03891-ac2d-4565-9ed0-8ca299f55e2d,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
30e0b308-40a6-4642-b365-8a6885aac26e,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
e577ab2a-9a86-4fc8-b587-c591b3e48328,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
4ce4ab7f-f578-470c-8f51-6c92f8eafe07,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
eca65791-e814-4caf-95db-6bc619c7012c,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
1d133897-045c-4bdf-be89-69621401fc20,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
1f50cb5b-cf99-49f6-9ed6-d0b3b79e96a6,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
7a9d0c98-2753-47ac-865f-af33d451e5e6,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
a0345b0c-1a4e-4f44-a0a8-f66009b0ed08,"Culinary & Fondant Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
26b5a2ca-6cce-4e24-9de9-cd5d65dcd75e,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
2af1883a-f4da-4643-a1d1-f0cdc666c9a8,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
229b3a9c-671a-43b5-a8f3-9560459f4495,"Culinary & Fondant Moulds","Candle Making Accessories","HIGH","Matched type Accessory/Tool"
67ff6361-bb4c-4204-8884-19a06f7d220f,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
78e4e1eb-a6c0-419e-84a2-557fed059cdb,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
07cd7ae7-4a32-4519-bf3f-923143fcaaa5,"Candle & Pillar Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
fa66988f-84d4-46da-a0d0-a74944ad61db,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
1e1809c2-2a34-4599-9e3d-42dbde1042f0,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
91ea671d-51f5-401d-8169-97f57370b1e5,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
f8e8624d-a95f-403a-a225-2611b7f21d8c,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
a4ac45cd-7cf7-4514-98bf-27024ef2c36c,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
85ced5e3-bd56-472b-a455-4164225050a3,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
d9a03615-0f85-4e83-a308-23ba548d1816,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
39c2791c-466a-4fee-96a7-ccf4c4af9c82,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
3d27dba2-4007-49d1-bac0-f06c19f461dc,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
aa86e9e2-7372-4f33-b2d2-c74238254c53,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
e46a4ccc-b9e5-46c8-ad9e-4b11833f26ee,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
9e512cc2-44fa-46d6-ab8e-44491f49dae6,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
ce126996-1f55-420f-a437-ff2eb63f5f45,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
891a9cd2-56f3-4c1a-964a-97dce62c9af3,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
3bc8002d-3248-44de-a26f-3f4e47fffbff,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
6b2636fa-0ef4-408c-8401-ceb648be9b01,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
50d546d3-73b6-4075-a224-6d20ed820232,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
6e54bc7e-5694-4d95-92c9-a4139f626bb9,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
2afddbf9-c30e-45d6-ae14-0105cdb64736,"Culinary & Fondant Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
98a687cc-6788-4f39-9ccf-6591ae2f0974,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
d8b40268-b4a0-4bbe-b5ad-ebf2cfbfcb80,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
7fae3e89-5401-4d02-abc5-2e0496b3866e,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
5ce6d1d2-5698-4257-93db-ad2c411db4ce,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
0aeed667-fbaf-4c21-b821-4db54380c141,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
c12f74c0-8381-4a88-b2d8-8a6c5cf0419b,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
f287917f-9f45-47bf-97f4-c068abb9f194,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
b97fcc50-e8f4-4b5c-a6fc-61c99e86621a,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
34f9e61e-3ce2-429c-a868-dc39518a695b,"Culinary & Fondant Moulds","Soap & Bar Moulds","HIGH","Matched type Soap Mould"
62a76796-fe94-4f1b-800d-f2d6372cef9d,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
5a6da66e-d4b5-4442-bc4f-c8dbcff5297c,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
88603a0f-c75b-4b73-98df-2869a8be68ae,"Candle & Pillar Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
f56ee85b-9f8b-4438-8aa6-e5322a70e671,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
2f6737be-d155-4031-ad10-d790d86dce3a,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
2b7e737e-1ccf-4b87-9431-ab73c03df5a3,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
a810d255-7742-4e2b-9737-4cbbb5a20e9e,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
43f1bad3-6ffb-4fa8-ad31-233c5b11475b,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
6422ed5e-d00a-4c51-86ea-a46f65fab1bf,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
a9aaa62e-986a-4e5c-8f7f-68caaafa44d5,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
c2c0f04b-d557-478a-8116-e43a7ec74fae,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
e55374e8-d52e-4831-bbf9-59e0bbcbc7cb,"Culinary & Fondant Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
2612767f-e377-48c2-a949-c214c1da2afc,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
8d114efe-3a4c-4ce6-8091-131badcbae3e,"Culinary & Fondant Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
d22d9fb8-b8e1-4bb1-bb59-1b200390d1f4,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
5bccae72-8091-495d-8315-ab36f25c2b6f,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
c690f35d-e20e-443e-807b-5b453c794395,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
f54ecf26-4d99-4312-a9be-276cd6fd8f11,"Culinary & Fondant Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
b8ff4a92-fd95-4db4-9764-da418bdc3ef2,"Culinary & Fondant Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
ea039466-b428-4a68-939b-b5e1a89cada4,"Food Safe Flavour Oil","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
dbb231bc-dfda-4bd0-97d3-214fdc691d83,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
56b13a2b-9813-4aa5-b9c6-246f0eb0f8f6,"Culinary & Fondant Moulds","Fragrance Oils","HIGH","Matched type Fragrance Oil"
31f86606-f3d0-40af-8b45-ceb0a19158c8,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
9cde936e-b41f-4188-82b6-1acf54c1edba,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
75cbbc07-5653-4beb-86ca-149690fd0d58,"Containers & Packaging","Culinary & Fondant Moulds","HIGH","Matched type Culinary Mould"
eb68e41d-bbb9-4ece-935c-5fa12de021f1,"Culinary & Fondant Moulds","Containers & Packaging","HIGH","Matched type Bottle/Container"
a47666d1-4338-409a-a817-71c51bf12dbb,"Culinary & Fondant Moulds","General Silicone Moulds","HIGH","Matched type General Mould"
